instance_id,model_name,architecture,input_type,perturbation_type,input_text,gold_mention,gold_cui,generated_answer,mapping_mode
mm_0164466,BioMistral-7B,generative,perturbation,syntactic_reordering,"there was no between-group difference in subjective functional outcomes: 4 of 51 patients receiving ACC (8%) and 5 of 20 receiving IHCC (25%) were satisfied (P = .50) and 45 of 51 receiving ACC (88%) and 15 of 20 receiving IHCC (75%) were very satisfied (P = .15)., However",ACC,UMLS:C0181074,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: there was no between-group difference in subjective functional outcomes: 4 of 51 pa",text-generation
mm_0164466,BioMistral-7B,generative,perturbation,syntactic_reordering,"there was no between-group difference in subjective functional outcomes: 4 of 51 patients receiving ACC (8%) and 5 of 20 receiving IHCC (25%) were satisfied (P = .50) and 45 of 51 receiving ACC (88%) and 15 of 20 receiving IHCC (75%) were very satisfied (P = .15)., However",ACC,UMLS:C0181074,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: there was no between-group difference in subjective functional outcomes: 4 of 51 pa",text-generation
mm_0164466,BioMistral-7B,generative,perturbation,controlled_paraphrase,"The subjective functional outcomes did not differ between groups, with 4 out of 51 patients receiving ACC and 5 out of 20 patients receiving IHCC being satisfied (P = .50), while 45 out of 51 receiving ACC were satisfied (88%) and 15 out of 20 receiving IHCC were very satisfied (P = .15).",ACC,UMLS:C0181074,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: The subjective functional outcomes did not differ between groups, with 4 out of 51 ",text-generation
mm_0164466,BioMistral-7B,generative,perturbation,controlled_paraphrase,"There was no difference in subjective functional outcomes between the groups, with 4 out of 51 patients receiving ACC and 5 out of 20 patients receiving IHCC being satisfied (P = .50), while 45 out of 51 receiving ACC were satisfied (88%) and 15 out of 20 receiving IHCC (75%) were very satisfied (P = .50).",ACC,UMLS:C0181074,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: There was no difference in subjective functional outcomes between the groups, with ",text-generation
mm_0164466,BioMistral-7B,generative,perturbation,back_translation,"However, there was no difference between subjective functional outcomes: 4 out of 51 patients receiving ACC (8%) and 5 out of 20 receiving IHCC (25%) were satisfied (P = .50) and 45 out of 51 receiving ACC (88%) and 15 out of 20 receiving IHCC (75%) were very satisfied (P = .15).",ACC,UMLS:C0181074,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: However, there was no difference between subjective functional outcomes: 4 out of 5",text-generation
mm_0164466,BioMistral-7B,generative,perturbation,back_translation,"However, there was no difference between subjective functional outcomes: 4 out of 51 patients receiving ACC (8%) and 5 out of 20 receiving IHCC (25%) were satisfied (P = .50) and 45 out of 51 receiving ACC (88%) and 15 out of 20 receiving IHCC (75%) were very satisfied (P = .15).",ACC,UMLS:C0181074,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: However, there was no difference between subjective functional outcomes: 4 out of 5",text-generation
mm_0166771,BioMistral-7B,generative,perturbation,synonym_substitution,"Our results demonstrate a novel therapeutic epitome for residual cancer , in which multiple classes of allotransplant leukocytes can be armed by MYXV ex vivo to enhance the graft - versus - tumor effects .",residual cancer,UMLS:C0242594,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: Our results demonstrate a novel therapeutic epitome for residual cancer , in which ",text-generation
mm_0166771,BioMistral-7B,generative,perturbation,synonym_substitution,"Our results demonstrate a novel therapeutic paradigm for residual cancer , in which multiple sort of allotransplant leukocytes can be armed by MYXV ex vivo to enhance the graft - versus - tumor effects .",residual cancer,UMLS:C0242594,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: Our results demonstrate a novel therapeutic paradigm for residual cancer , in which",text-generation
mm_0166771,BioMistral-7B,generative,perturbation,back_translation,Our results show a novel therapeutic paradigm for residual cancer in which several classes of allotransplanted leukocytes can be armed by MYXV ex vivo to enhance the transplant versus tumor effects.,residual cancer,UMLS:C0242594,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: Our results show a novel therapeutic paradigm for residual cancer in which several ",text-generation
mm_0166771,BioMistral-7B,generative,perturbation,back_translation,Our results show a novel therapeutic paradigm for residual cancer in which several classes of allotransplanted leukocytes can be armed by MYXV ex vivo to enhance the transplant versus tumor effects.,residual cancer,UMLS:C0242594,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: Our results show a novel therapeutic paradigm for residual cancer in which several ",text-generation
mm_0168156,BioMistral-7B,generative,perturbation,synonym_substitution,Low copy numbers of FCGR3A and FCGR3B connect with Chinese patients with SLE and AASV Low - affinity Fcγ receptors ( FcγR ) act as key mediators of the pathogenic effects of autoantibodies .,autoantibodies,UMLS:C0004358,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: Low copy numbers of FCGR3A and FCGR3B connect with Chinese patients with SLE and AA",text-generation
mm_0168156,BioMistral-7B,generative,perturbation,synonym_substitution,Low copy numbers of FCGR3A and FCGR3B associated with Chinese patients with SLE and AASV Low - affinity Fcγ receptors ( FcγR ) act ampere key mediators of the pathogenic effects of autoantibodies .,autoantibodies,UMLS:C0004358,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: Low copy numbers of FCGR3A and FCGR3B associated with Chinese patients with SLE and",text-generation
mm_0015061,BioMistral-7B,generative,perturbation,synonym_substitution,A high proportion of patients with recurrent episodes of NTM infection or a account of zoster and dNTM infection had initial nAIGA titers ≥ 10 dilution ( P < 0 . 05 ) .,zoster,UMLS:C0019360,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: A high proportion of patients with recurrent episodes of NTM infection or a account",text-generation
mm_0015061,BioMistral-7B,generative,perturbation,synonym_substitution,A high proportion of patients with perennial episodes of NTM infection or a history of zoster and dNTM infection had initial nAIGA titers ≥ 10 dilution ( P < 0 . 05 ) .,zoster,UMLS:C0019360,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: A high proportion of patients with perennial episodes of NTM infection or a history",text-generation
mm_0070124,BioMistral-7B,generative,perturbation,synonym_substitution,"Short - term Variability of Vitamin D - Related Biomarkers Quantifying the variability of biomarkers is important , as gamy within - person variability can lead to misclassification of individuals .",misclassification,UMLS:C0008902,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: Short - term Variability of Vitamin D - Related Biomarkers Quantifying the variabil",text-generation
mm_0070124,BioMistral-7B,generative,perturbation,synonym_substitution,"Short - condition Variability of Vitamin D - Related Biomarkers Quantifying the variability of biomarkers is important , as high within - person variability can lead to misclassification of individuals .",misclassification,UMLS:C0008902,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: Short - condition Variability of Vitamin D - Related Biomarkers Quantifying the var",text-generation
mm_0070124,BioMistral-7B,generative,perturbation,controlled_paraphrase,Quantifying the variability of Vitamin D-related biomarkers is crucial due to the potential for high within-person variability to lead to misclassification of individuals.,misclassification,UMLS:C0008902,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: Quantifying the variability of Vitamin D-related biomarkers is crucial due to the p",text-generation
